synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:008180,internal:d2a386c6c845d9c2ae234de0094e188dad85eb4a6b658d749f9e9c7c80897165,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Telangana,WARANGEL(SC),Normal/Others,WS/MP764/2023-2024/6707 - Lighting of public spaces,200000,2023-07-28,Sanctioned,FUTURE,DISTRICT COLLECTOR HANUMAKONDA_IDA,,ATMAKUR,Peddapur,Dayakar Pasunoori,Lok Sabha,HANUMAKONDA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR HANUMAKONDA_IDA,SYNTHETIC HANUMAKONDA Lighting Works Contractor,2023-08-13,2024-06-23,2024-08-27,,,200000,335520,18.118025,78.818978,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Peddapur, Telangana",0,4,68945,275781
synthetic:enr:26102:008181,internal:d2b5c2b37bbdbcdf2c2bc30928d8155e0d11a15b07aab17a457fcab3171a574f,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,SITAMARHI,Normal/Others,WS/MP421/2023-2024/8426 - Street lights,498500,2023-08-08,Sanctioned,FUTURE,DISTRICT PLANNING OFFICER SITAMARHI_IDA,,BATHANAHA,Narha,Sunil Kumar Pintu,Lok Sabha,SITAMARHI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER SITAMARHI_IDA,SYNTHETIC SITAMARHI Lighting Works Constructions,2023-09-02,2024-06-23,2024-07-29,,,498500,0,24.877548,85.370414,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Narha, Bihar",0,,,
synthetic:enr:26102:008182,internal:d2b9bd9edba3778c665b7c3a53d4e4fea9032163b050376246d2c777b32cdc47,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0061,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,KODARMA,Normal/Others,NA - Renovation of ponds and lakes,250000,2023-11-29,Unsanctioned,FUTURE,DEPUTY COMMISSIONER KODARMA_IDA,,SATGAWAN,Mohanpur,Annpurna Devi,Lok Sabha,KODARMA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER KODARMA_IDA,SYNTHETIC Giridh General Works Constructions,,,,,,,,23.793609,85.489288,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Mohanpur, Jharkhand",0,,,
synthetic:enr:26102:008183,internal:d2ba3e41618878da5644ec20b3eb234834e7cbeebc1afe7f613898bc3c617aa9,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Chhattisgarh,Sitting Rajya Sabha,Normal/Others,WS/MP177/2023-2024/7262 - Installing tube-wells and borewells,180000,2023-07-31,Unsanctioned,FUTURE,Collector Surguja_IDA,,LAKHANPUR,Parri,SHRI K T S Tulsi,Rajya Sabha,Surguja [SYNTHETIC],SYNTHETIC implementing unit attached to Collector Surguja_IDA,SYNTHETIC Surguja General Works Contractor,,,,,,,,21.342609,81.603288,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Parri, Chhattisgarh",0,,,
synthetic:enr:26102:008184,internal:d2c5e9710ed04ba0f4f7a2d3a1bf3581d545e279fad1e9aaba37c65337a0ed57,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,KHADOOR SAHIB,Normal/Others,WS/MP377/2023-2024/47434 - Crematoriums or structures on burial/ cremation ground for public convenience,1000000,2023-11-08,Completed,COMPLETED,Deputy Commissioner Tarn Taran_IDA,,TARN TARAN-12,Jhabal Kalan (44),Shri Jasbir Singh,Lok Sabha,Tarn Taran [SYNTHETIC],SYNTHETIC implementing unit attached to Deputy Commissioner Tarn Taran_IDA,SYNTHETIC Tarn Taran General Works Agency,2023-12-13,2023-12-20,2024-04-24,2023-12-20,2024-04-16,1000000,948659,31.423668,75.610079,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Jhabal Kalan (44), Punjab",100,2,474329,948659
synthetic:enr:26102:008185,internal:d2c94c3288a39b1e93b029dc10fb62011a9b1951228b20131d39fc328613496e,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,Sitting Rajya Sabha,Normal/Others,"WS/MP142/2023-2024/47333 - Construction of roads, link roads, pathways or any other road with or without drainage system",300000,2023-11-08,Sanctioned,FUTURE,DEPUTY COMMISSIONER LUDHIANA_IDA,,DORAHA,Mahpur (190),SHRI Sanjeev Arora,Rajya Sabha,LUDHIANA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER LUDHIANA_IDA,SYNTHETIC LUDHIANA Roadworks Contractor,2023-12-07,2024-06-23,2024-11-07,,,300000,616106,31.058035,75.083863,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Mahpur (190), Punjab",0,4,83677,334708
synthetic:enr:26102:008186,internal:d2cabf23c53c75cda9c74068d4613c3292c7d1fdf2f7f35e172e9cc7c6bc9301,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,KISHANGANJ,Normal/Others,WS/MP319/2023-2024/7762 - Lighting of public spaces,900000,2023-08-02,Unsanctioned,FUTURE,DISTRICT PLANNING OFFICER KISHANGANJ_IDA,Kishanganj,,,Dr Mohammad Jawed,Lok Sabha,KISHANGANJ [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER KISHANGANJ_IDA,SYNTHETIC KISHANGANJ Lighting Works Constructions,,,,,,,,24.94617,85.38262,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Kishanganj, Bihar",0,,,
synthetic:enr:26102:008187,internal:d2d0d5e9e8edb88fd571163f9b6dd43db9fdb9eb67c4452ccaa0732f113e99f7,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0072,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Kerala,THIRUVANANTHAPURAM,Normal/Others,WS/MP343/2023-2024/45067 - Lighting of public spaces,600000,2023-11-04,Unsanctioned,FUTURE,DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA,Thiruvananthapuram,,,Dr Shashi Tharoor,Lok Sabha,THIRUVANANTHAPURAM [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA,SYNTHETIC THIRUVANANTHAPURAM Lighting Works Contractor,,,,,,,,10.760887,76.200237,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Thiruvananthapuram, Kerala",0,,,
synthetic:enr:26102:008188,internal:d2d280c1336eb0477f4cc8ba9745f83088e23db01e2d3cf6b36be6467b153fd1,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,FIROZPUR,Normal/Others,WS/MP714/2023-2024/86598 - Purchase of mobile water tankers,246400,2024-01-22,Sanctioned,FUTURE,DEPUTY COMMISSIONER FAZILKA_IDA,,Abohar,Danewala Satkosi (124),Sukhbir Singh Badal,Lok Sabha,FAZILKA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER FAZILKA_IDA,SYNTHETIC FAZILKA General Works Constructions,2024-02-19,2024-06-23,2024-09-23,,,246400,0,31.192899,75.025444,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Danewala Satkosi (124), Punjab",0,,,
synthetic:enr:26102:008189,internal:d2d2b1957ffe672395ead983077b9e366957f810da48cb9a9e20d3c0a3725abd,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Punjab,Sitting Rajya Sabha,Normal/Others,"WS/MP844/2023-2024/19897 - Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings",5000000,2023-09-14,Unsanctioned,FUTURE,DEPUTY COMMISSIONER FIROZEPUR_IDA,Firozpur,,,Vikramjit Singh Sahney (Rajya Sabha),Rajya Sabha,FIROZEPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER FIROZEPUR_IDA,SYNTHETIC FIROZEPUR Building Works Contractor,,,,,,,,31.073269,75.488638,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Firozpur, Punjab",0,,,
synthetic:enr:26102:008190,internal:d2d63995ecccb4c25cef0e6f8deaef612204a4c210b3429ec62038268a902cf7,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP020/2023-2024/42656 - Lighting of public spaces,299500,2023-10-31,Sanctioned,FUTURE,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,ANUPSHAHR,Bhailai,Smt Kanta Kardam,Rajya Sabha,BULANDSHAHR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BULANDSHAHR_IDA,SYNTHETIC BULANDSHAHR Lighting Works Agency,2023-11-13,2023-11-23,2024-02-25,2023-11-23,,299500,35042,27.14377,80.751222,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Bhailai, Uttar Pradesh",13,,,
synthetic:enr:26102:008191,internal:d2dbd11dee4731d24845ad0e7a048a1d5a80d04548ae31aae342cfa7b12b5ee2,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,NA - Lighting of public spaces,125000,2023-12-20,Unsanctioned,FUTURE,DISTRICT MAGISTRAE PRATAPGARH_IDA,,PATTI,Rampur Khagal,Dr K Laxman,Rajya Sabha,PRATAPGARH [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE PRATAPGARH_IDA,SYNTHETIC PRATAPGARH Lighting Works Constructions,,,,,,,,26.852839,80.694343,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Rampur Khagal, Uttar Pradesh",0,,,
synthetic:enr:26102:008192,internal:d2dd6ff002168cd8c0d9506c8fb115dbb58e4f89fad62b0c1338b8631d11497a,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,RANCHI,Normal/Others,WS/MP435/2023-2024/45225 - Construction of community centers and community halls,1074900,2023-11-04,Sanctioned,FUTURE,DEPUTY COMMISSIONER RANCHI_IDA,,KANKE,Hundur,Sanjay Seth,Lok Sabha,RANCHI [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER RANCHI_IDA,SYNTHETIC RANCHI Community Works Agency,2023-11-14,2023-11-23,2024-01-20,2023-11-23,,1074900,125763,23.364379,85.432676,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Community Hall site near Hundur, Jharkhand",13,,,
synthetic:enr:26102:008193,internal:d2ddaa6518a03a519a0ee3410a038d09cb450dc529bc006e29bc2470fd9feed9,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Himachal Pradesh,Sitting Rajya Sabha,Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",300000,2024-02-09,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SHIMLA_IDA,,Jubbal,Kathasu (62/1),Dr Sikander Kumar,Rajya Sabha,SHIMLA [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SHIMLA_IDA,SYNTHETIC SHIMLA Roadworks Constructions,,,,,,,,31.081535,77.010621,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Kathasu (62/1), Himachal Pradesh",0,,,
synthetic:enr:26102:008194,internal:d2e10ab0f2c0e23a05fc571a21a54c45a8259ba29a9efae28a60aa1be1e47fa2,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",West Bengal,DIAMOND HARBOUR,Normal/Others,"NA - Construction of roads, approach roads, link roads and pathways",800000,2023-09-25,Unsanctioned,FUTURE,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,Kolkata,,,Shri Abhishek Banerjee,Lok Sabha,KOLKATA MUNICIPAL CORPORATION [SYNTHETIC],SYNTHETIC implementing unit attached to COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,SYNTHETIC KOLKATA MUNICIPAL CORPORATION Roadworks Agency,,,,,,,,22.885013,88.175016,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Kolkata, West Bengal",0,,,
synthetic:enr:26102:008195,internal:d2e1bcf64b136d9c7dfe2c9597bdc8023227c529d4e047c46cc8331d54b06a8b,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Haryana,SONEPAT,Trust and Society,WS/MP592/2023-2024/20757 - Construction of rooms and halls in school and colleges,1100000,2023-09-15,Unsanctioned,FUTURE,DEPUTY COMMISSIONER SONEPAT_IDA,Sonipat,,,Ramesh Chander Kaushik,Lok Sabha,SONEPAT [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER SONEPAT_IDA,SYNTHETIC SONEPAT Building Works Agency,,,,,,,,28.895446,75.866084,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Sonipat, Haryana",0,,,
synthetic:enr:26102:008196,internal:d2e2dd32287b6a98a57920c25aed7aeef0950ede2b7892e5638e8c09567daa69,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Andhra Pradesh,ANANTAPUR,Repair and Renovation,"WS/MP531/2023-2024/8764 - Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",500000,2023-08-11,Completed,COMPLETED,DISTRICT COLLECTOR ANANTAPUR_IDA,,,,Talari Rangaiah,Lok Sabha,ANANTAPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR ANANTAPUR_IDA,SYNTHETIC ANANTAPUR Building Works Agency,2023-09-16,2023-09-28,2024-03-08,2023-10-01,2024-03-17,500000,465043,14.655123,77.657777,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near ANANTAPUR, Andhra Pradesh",100,3,155014,465043
synthetic:enr:26102:008197,internal:d301d51ed3988bbf0b032392fcdd78e345b0ac1fc9dfa6ba015149ade87be1cd,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,BULANDSHAHR(SC),Normal/Others,WS/MP814/2023-2024/1101 - Lighting of public spaces,152000,2023-06-14,Sanctioned,FUTURE,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,DANPUR,Puthari Kalan,Bhola Singh,Lok Sabha,BULANDSHAHR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BULANDSHAHR_IDA,SYNTHETIC BULANDSHAHR Lighting Works Constructions,2023-07-15,2024-06-23,2024-08-05,,,152000,275790,27.012309,80.945672,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Puthari Kalan, Uttar Pradesh",0,4,45448,181793
synthetic:enr:26102:008198,internal:d3241732ebd46c1cf0b3a53ec07996279b790dce7680a8c06cf9bbe4a7f95be2,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,JAJPUR(SC),Normal/Others,WS/MP709/2023-2024/7298 - Setting up public non-conventional energy plants,149994,2023-08-01,Completed,COMPLETED,DISTRICT COLLECTOR JAJPUR_IDA,,RASULPUR,Orali,Smt Sarmistha Sethi,Lok Sabha,JAJPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR JAJPUR_IDA,SYNTHETIC JAJPUR General Works Constructions,2023-08-15,2023-08-25,2023-12-29,2023-09-03,2023-12-24,149994,144474,21.009819,85.352283,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Orali, Odisha",100,4,36118,144474
synthetic:enr:26102:008199,internal:d3274f27737b211539226b2eefb05ebb59cd74677ee30e5403ff50d3dc3f137d,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,SUNDARGARH (ST),Normal/Others,NA - Purchase of hospital equipment,500000,2023-09-24,Unsanctioned,FUTURE,DISTRICT COLLECTOR SUNDARGARH_IDA,,BISRA,Bisra,Shri Jual Oram,Lok Sabha,SUNDARGARH [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR SUNDARGARH_IDA,SYNTHETIC SUNDARGARH General Works Constructions,,,,,,,,20.714104,84.767577,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Bisra, Odisha",0,,,
synthetic:enr:26102:008200,internal:d32a19767ae925faef98a25b25770505155fee5160d1b68206f6ab9117a4777c,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Chhattisgarh,RAJNANDGAON,Normal/Others,"WS/MP513/2023-2024/32798 - Construction of roads, approach roads, link roads and pathways",498525,2023-10-06,,UNKNOWN,District Collector Kabirdham_IDA,,,,Santosh Pandey,Lok Sabha,Kabirdham [SYNTHETIC],SYNTHETIC implementing unit attached to District Collector Kabirdham_IDA,SYNTHETIC Kabirdham Roadworks Constructions,,,,,,,,21.263318,81.770087,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near RAJNANDGAON, Chhattisgarh",0,,,
